timestamp, 1: Main Valve, 2: Secondary Valve
2026-01-03T18:24:34.500272, CLOSED, OPEN
2026-01-03T18:24:37.853490, CLOSED, CLOSED
2026-01-03T18:24:40.180756, CLOSED, OPEN
2026-01-03T18:24:42.037673, CLOSED, CLOSED
2026-01-03T18:27:28.519126, CLOSED, OPEN
2026-01-03T18:27:29.826006, CLOSED, CLOSED
2026-01-03T18:27:31.332474, CLOSED, OPEN
2026-01-03T18:27:32.826492, CLOSED, CLOSED
2026-01-03T18:27:41.614549, CLOSED, OPEN
2026-01-03T18:27:43.215630, CLOSED, CLOSED
2026-01-03T18:27:44.514586, CLOSED, OPEN
2026-01-03T18:27:45.700391, CLOSED, CLOSED
2026-01-03T18:27:47.457521, CLOSED, OPEN
2026-01-03T18:27:49.230906, CLOSED, CLOSED
2026-01-03T18:27:50.708099, CLOSED, OPEN
2026-01-03T18:27:57.738176, CLOSED, CLOSED
2026-01-03T18:47:14.873510, OPEN, CLOSED
2026-01-03T18:47:16.876392, OPEN, OPEN
2026-01-03T18:52:51.280982, OPEN, CLOSED
2026-01-03T18:52:53.282481, OPEN, OPEN
2026-01-03T22:25:25.312631, OPEN, CLOSED
2026-01-03T22:25:27.314482, OPEN, OPEN
2026-01-03T23:10:57.053847, OPEN, CLOSED
2026-01-03T23:10:59.055100, OPEN, OPEN
2026-01-03T23:11:53.156896, OPEN, CLOSED
2026-01-03T23:11:59.321310, CLOSED, CLOSED
2026-01-03T23:12:01.189628, CLOSED, OPEN
2026-01-03T23:12:02.190546, CLOSED, CLOSED
2026-01-03T23:13:27.548012, CLOSED, OPEN
2026-01-03T23:13:34.688753, OPEN, OPEN
2026-01-03T23:13:34.690352, OPEN, CLOSED
2026-01-03T23:13:52.058295, OPEN, OPEN
2026-01-03T23:14:00.889247, OPEN, OPEN
2026-01-03T23:14:00.890317, OPEN, CLOSED
2026-01-03T23:14:07.623262, OPEN, CLOSED
2026-01-03T23:14:09.625122, OPEN, OPEN
2026-01-03T23:14:20.308896, OPEN, CLOSED
2026-01-03T23:14:23.310673, OPEN, OPEN
2026-01-03T23:15:28.113069, OPEN, CLOSED
2026-01-03T23:15:28.114434, OPEN, CLOSED
2026-01-03T23:15:36.535738, OPEN, CLOSED
2026-01-03T23:15:38.537482, OPEN, OPEN
2026-01-03T23:25:15.821962, OPEN, CLOSED
2026-01-03T23:25:15.823758, OPEN, CLOSED
2026-01-04T17:17:35.752227, CLOSED, OPEN
2026-01-04T17:17:38.753469, CLOSED, CLOSED
2026-01-04T17:17:55.818829, CLOSED, OPEN
2026-01-04T17:17:58.819885, CLOSED, CLOSED
2026-01-04T17:23:17.400101, CLOSED, OPEN
2026-01-04T17:23:20.401564, CLOSED, CLOSED
2026-01-04T17:23:24.046403, CLOSED, OPEN
2026-01-04T17:23:27.047919, CLOSED, CLOSED
2026-01-04T17:23:29.903376, CLOSED, OPEN
2026-01-04T17:23:32.906635, CLOSED, CLOSED
2026-01-04T17:32:11.146986, CLOSED, OPEN
2026-01-04T17:32:14.148397, CLOSED, CLOSED
2026-01-04T17:32:19.905746, CLOSED, OPEN
2026-01-04T17:32:22.908077, CLOSED, CLOSED
2026-01-04T17:40:23.844694, CLOSED, OPEN
2026-01-04T17:40:24.845956, CLOSED, CLOSED
2026-01-04T17:40:27.759025, CLOSED, OPEN
2026-01-04T17:40:28.760378, CLOSED, CLOSED
2026-01-04T17:40:34.591372, CLOSED, OPEN
2026-01-04T17:40:37.593051, CLOSED, CLOSED
2026-01-04T17:40:40.665366, CLOSED, OPEN
2026-01-04T17:40:43.667432, CLOSED, CLOSED
2026-01-04T18:03:25.044932, CLOSED, OPEN
2026-01-04T18:03:26.046654, CLOSED, CLOSED
2026-01-04T18:03:27.498151, CLOSED, OPEN
2026-01-04T18:03:28.500037, CLOSED, CLOSED
2026-01-04T18:03:30.189164, OPEN, CLOSED
2026-01-04T18:03:31.190198, CLOSED, CLOSED
2026-01-04T18:03:32.931415, CLOSED, OPEN
2026-01-04T18:03:33.933368, CLOSED, CLOSED
2026-01-04T18:03:35.444047, OPEN, CLOSED
2026-01-04T18:03:36.447013, CLOSED, CLOSED
2026-01-04T18:03:40.893343, CLOSED, OPEN
2026-01-04T18:03:45.895101, CLOSED, CLOSED
2026-01-04T18:03:58.054288, OPEN, CLOSED
2026-01-04T18:04:00.056570, OPEN, OPEN
2026-01-04T18:04:09.778421, OPEN, CLOSED
2026-01-04T18:04:13.471276, OPEN, CLOSED
2026-01-04T18:04:14.779754, OPEN, OPEN
2026-01-04T18:04:15.472781, OPEN, OPEN
2026-01-04T18:04:19.423354, OPEN, CLOSED
2026-01-04T18:04:21.658445, OPEN, CLOSED
2026-01-04T18:04:23.661298, OPEN, OPEN
2026-01-04T18:04:24.425094, OPEN, CLOSED
2026-01-04T18:06:14.202725, CLOSED, CLOSED
2026-01-04T18:06:15.987024, OPEN, CLOSED
2026-01-04T18:06:17.366045, CLOSED, CLOSED
2026-01-04T18:06:19.134319, OPEN, CLOSED
2026-01-04T18:06:20.135932, CLOSED, CLOSED
2026-01-04T18:06:21.829742, OPEN, CLOSED
2026-01-04T18:06:22.831300, CLOSED, CLOSED
2026-01-04T18:06:24.393823, OPEN, CLOSED
2026-01-04T18:06:26.804330, CLOSED, CLOSED
2026-01-04T18:06:28.689557, OPEN, CLOSED
2026-01-04T18:06:30.471658, CLOSED, CLOSED
2026-01-04T18:06:32.939995, OPEN, CLOSED
2026-01-04T18:06:33.941248, CLOSED, CLOSED
2026-01-04T18:06:35.602600, OPEN, CLOSED
2026-01-04T18:06:36.603597, CLOSED, CLOSED
2026-01-04T18:06:39.248532, OPEN, CLOSED
2026-01-04T18:06:40.249718, CLOSED, CLOSED
2026-01-04T18:06:41.986548, OPEN, CLOSED
2026-01-04T18:06:42.988193, CLOSED, CLOSED
2026-01-04T18:06:55.546202, CLOSED, OPEN
2026-01-04T18:07:00.547203, CLOSED, CLOSED
2026-01-04T21:22:02.585996, CLOSED, OPEN
2026-01-04T21:22:06.587953, CLOSED, CLOSED
2026-01-04T21:22:08.777980, CLOSED, OPEN
2026-01-04T21:22:12.779565, CLOSED, CLOSED
2026-01-04T21:22:18.124942, OPEN, CLOSED
2026-01-04T21:22:20.127152, OPEN, OPEN
2026-01-04T21:22:36.570474, OPEN, OPEN
2026-01-04T21:22:38.572387, OPEN, OPEN
2026-01-04T21:22:59.034520, OPEN, CLOSED
2026-01-04T21:23:03.036125, OPEN, OPEN
2026-01-04T21:23:13.270878, OPEN, CLOSED
2026-01-04T21:23:17.273483, OPEN, OPEN
2026-01-04T21:23:35.504191, OPEN, OPEN
2026-01-04T21:23:35.505878, OPEN, CLOSED
2026-01-04T21:23:44.520132, OPEN, CLOSED
2026-01-04T21:23:44.522538, OPEN, CLOSED
2026-01-04T21:25:15.288527, OPEN, CLOSED
2026-01-04T21:25:17.290373, OPEN, OPEN
2026-01-04T21:25:21.776303, OPEN, OPEN
2026-01-04T21:25:23.777963, OPEN, OPEN
2026-01-04T21:26:17.863950, OPEN, CLOSED
2026-01-04T21:29:43.542679, CLOSED, OPEN
2026-01-04T21:29:44.544639, CLOSED, CLOSED
2026-01-04T21:29:46.645246, CLOSED, OPEN
2026-01-04T21:29:47.647707, CLOSED, CLOSED
2026-01-04T21:29:49.057388, CLOSED, OPEN
2026-01-04T21:29:50.058685, CLOSED, CLOSED
2026-01-04T21:29:52.428140, CLOSED, OPEN
2026-01-04T21:29:53.429247, CLOSED, CLOSED
2026-01-04T21:31:23.595431, CLOSED, OPEN
2026-01-04T21:31:24.597438, CLOSED, CLOSED
2026-01-04T21:31:26.067594, CLOSED, OPEN
2026-01-04T21:31:27.069749, CLOSED, CLOSED
2026-01-04T21:31:28.572370, CLOSED, OPEN
2026-01-04T21:31:29.574611, CLOSED, CLOSED
2026-01-04T21:34:07.698044, CLOSED, OPEN
2026-01-04T21:34:09.862265, CLOSED, CLOSED
2026-01-04T21:34:11.680562, CLOSED, OPEN
2026-01-06T16:56:06.673097, CLOSED, OPEN
2026-01-06T16:56:08.641654, CLOSED, CLOSED
2026-01-06T16:56:09.644236, CLOSED, OPEN
2026-01-06T16:56:11.209728, CLOSED, CLOSED
2026-01-06T16:56:20.137223, OPEN, CLOSED
2026-01-06T16:56:20.139045, OPEN, CLOSED
2026-01-12T15:58:55.634438, OPEN, CLOSED
2026-01-12T15:58:57.638170, OPEN, OPEN
